ISO3,total_hours_worked,labor_productivity_person_growth,labor_productivity_hour_growth,total_factor_productivity_growth
MLI,NA,-3.03,NA,-2.62
MLI,NA,11.7,NA,10.84
MLI,NA,-0.14,NA,-0.07
MLI,NA,5.55,NA,5.02
MLI,NA,-1.54,NA,-3.08
MLI,11069.41,3.17,NA,2.02
MLI,11439.94,1.48,1.27,0.28
MLI,11788.81,0.29,0.43,-0.18
MLI,12146.29,1.6,1.69,0.2
MLI,12514.41,1.55,1.6,0.72
MLI,12895.38,2.3,2.3,1.68
MLI,13278.09,0.27,0.26,-0.35
MLI,13605.81,-3.21,-3.22,-1.76
MLI,13964.82,-0.26,-0.33,0.15
MLI,14628.72,3.83,2.23,2.72
MLI,14895.39,2.98,4.27,2.96
MLI,15430.59,3.49,2.18,1.58
MLI,15389.06,3.02,5.59,3.46
MLI,15986.33,1.47,0.83,-0.18
MLI,16316.68,3.11,2.64,1.17
MLI,15843.32,0.16,1.72,-2.2
MLI,17274.7,-3.81,-5.49,-4.03
MLI,18598.83,-3.02,-3.89,-2.71
MLI,19180.31,1.44,1.19,0.32
MLI,19838.45,0.3,0.31,1.69
MLI,20545.19,0.75,0.77,2.02
MLT,NA,5.44,NA,2.31
MLT,NA,3.6,NA,1.17
MLT,NA,3.64,NA,1.8
MLT,NA,3.96,NA,2.12
MLT,289.05,4.38,NA,2.02
MLT,301.56,1.88,1.93,0.25
MLT,309.83,0.7,1.01,-0.69
MLT,315.31,3.54,3.43,1.9
MLT,320.77,4.46,3.34,1.43
MLT,322.85,3.0,4.05,1.55
MLT,328.07,4.92,5.07,2.77
MLT,327.44,-1.69,-0.57,-4.18
MLT,329.14,1.34,2.21,1.68
MLT,329.77,1.99,3.5,-8.12
MLT,318.48,0.29,3.97,-1.4
MLT,321.65,2.03,1.87,-0.75
MLT,328.69,0.56,0.15,-1.85
MLT,339.86,2.87,1.59,-0.11
MLT,349.08,1.96,1.65,0.24
MLT,349.56,-1.8,-1.53,-4.35
MLT,346.13,5.99,7.25,3.04
MLT,345.14,-1.42,1.28,-1.02
MLT,347.95,1.97,3.26,1.0
MLT,360.03,1.74,2.73,2.38
MLT,371.31,3.38,4.36,3.63
MLT,385.41,5.32,5.61,3.05
MLT,418.84,-1.61,-4.23,-3.46
MLT,435.81,7.81,8.57,7.19
MLT,472.27,0.3,-1.08,-0.27
MLT,516.58,-1.91,-4.84,-3.31
MLT,490.39,-6.13,1.8,-3.41
MLT,505.94,10.24,9.82,6.54
MLT,532.55,-0.63,-0.94,-3.51
MLT,569.36,-0.03,-0.11,0.75
MLT,589.22,0.78,2.4,1.9
MLT,607.66,-2.45,-2.45,-2.82
MUS,NA,-0.91,NA,-2.43
MUS,NA,2.76,NA,-1.26
MUS,NA,4.94,NA,1.11
MUS,NA,3.58,NA,-0.24
MUS,NA,2.87,NA,-1.44
MUS,NA,-2.4,NA,-1.64
MUS,NA,5.99,NA,1.87
MUS,NA,5.39,NA,1.13
MUS,NA,4.89,NA,1.79
MUS,NA,2.13,NA,-2.8
MUS,NA,7.96,NA,3.96
MUS,NA,2.31,NA,-0.85
MUS,NA,0.98,NA,-2.38
MUS,NA,5.04,NA,1.86
MUS,NA,3.37,NA,-0.33
MUS,992.1,0.2,NA,-2.18
MUS,1012.97,2.47,2.36,-0.26
MUS,976.8,8.69,9.64,2.79
MUS,1008.88,1.98,2.04,0.87
MUS,1017.65,1.7,2.43,-1.14
MUS,1029.57,1.7,3.17,0.16
MUS,1067.98,3.85,0.34,-1.99
MUS,1024.72,2.15,7.86,0.61
MUS,1031.04,0.34,2.73,-0.11
MUS,1025.28,2.61,4.41,1.03
MUS,1039.24,2.4,2.3,1.42
MUS,1053.83,3.78,2.42,1.68
MUS,1080.88,2.78,1.34,0.8
MUS,1065.99,0.48,5.46,1.7
MUS,1133.41,1.43,-3.23,-2.29
MUS,954.48,-2.54,1.47,-10.54
MUS,998.64,3.24,-1.17,1.18
MUS,1147.57,1.54,-5.25,1.49
MUS,1188.26,-0.1,3.3,2.53
MUS,1199.2,5.13,5.13,2.26
MUS,1199.25,3.99,4.0,1.0
MEX,52717.86,1.66,-2.07,-0.74
MEX,53663.92,1.03,2.13,1.46
MEX,55575.6,0.08,0.05,0.02
MEX,56478.44,-0.64,1.27,-0.03
MEX,57243.19,0.85,2.99,1.63
MEX,54614.79,-5.13,-1.38,-4.48
MEX,57084.6,1.8,1.4,3.24
MEX,60355.28,1.59,1.62,2.66
MEX,62515.98,3.48,2.54,2.46
MEX,65268.77,1.57,-1.59,-1.1
MEX,66301.38,2.49,3.14,1.92
MEX,65556.59,-0.75,0.89,-2.1
MEX,64440.74,-1.66,1.49,-0.93
MEX,65800.48,-0.28,-0.88,-1.17
MEX,67923.62,1.17,0.11,0.25
MEX,68721.95,1.17,1.13,1.04
MEX,69132.03,3.68,4.18,2.49
MEX,69909.04,-0.1,0.93,-0.42
MEX,71441.47,-0.89,-1.45,-2.41
MEX,71722.06,-7.17,-6.45,-7.4
MEX,72909.15,3.33,3.28,2.7
MEX,74592.66,1.2,1.12,0.47
MEX,76902.1,0.04,0.23,0.36
MEX,77981.28,-0.07,-0.33,-1.11
MEX,78240.28,2.01,2.17,1.11
MEX,80377.05,0.23,-0.01,0.33
MEX,82470.65,-0.55,-1.04,-0.55
MEX,83938.33,0.52,0.31,0.03
MEX,86334.1,-0.87,-0.87,-0.54
MEX,88190.29,-3.03,-2.48,-2.21
MEX,79535.29,-1.81,1.4,-4.16
MEX,88384.54,-2.01,-4.38,0.93
MEX,92550.16,-0.17,-0.96,0.36
MEX,94492.67,0.5,1.18,0.55
MEX,94579.01,0.44,1.14,-0.32
MEX,94502.67,0.68,0.68,-0.65
MDA,NA,-0.8,NA,-1.53
MDA,NA,-17.46,NA,-19.57
MDA,NA,-28.31,NA,-34.15
MDA,NA,19.99,NA,11.65
MDA,NA,-30.61,NA,-35.03
MDA,NA,-0.96,NA,-0.07
MDA,NA,-5.16,NA,-4.91
MDA,NA,2.46,NA,3.2
MDA,NA,-6.27,NA,-6.16
MDA,NA,6.1,NA,3.24
MDA,NA,0.75,NA,1.82
MDA,NA,7.23,NA,6.76
MDA,NA,7.44,NA,7.4
MDA,NA,18.23,NA,11.29
MDA,NA,10.66,NA,8.33
MDA,2657.07,7.26,NA,7.06
MDA,2532.62,9.97,9.95,4.93
MDA,2467.01,3.83,5.74,3.71
MDA,2466.0,7.26,7.84,5.98
MDA,2427.71,-5.36,-4.52,-6.12
MDA,2491.03,4.31,4.38,4.62
MDA,2562.2,5.84,2.88,3.27
MDA,2486.23,0.38,2.45,-0.56
MDA,2434.76,10.44,11.35,9.48
MDA,2520.27,0.79,1.44,2.88
MDA,2449.03,0.89,2.56,0.43
MDA,2363.16,6.91,8.2,5.82
MDA,2303.86,8.68,6.88,4.4
MDA,2277.29,7.46,5.31,3.91
MDA,2332.93,2.16,1.13,-2.23
MDA,2192.41,-7.48,-2.42,-7.04
MDA,2400.28,10.86,4.04,7.12
MDA,2434.07,-5.41,-6.3,-6.86
MDA,2354.28,2.94,4.11,1.66
MDA,2267.8,3.0,6.51,3.84
MDA,2254.23,2.6,2.61,1.62
MAR,NA,4.09,NA,-0.55
MAR,NA,-1.09,NA,1.66
MAR,NA,14.54,NA,-3.64
MAR,NA,1.32,NA,-3.77
MAR,NA,-5.79,NA,5.06
MAR,NA,11.57,NA,-6.5
MAR,NA,-7.66,NA,5.84
MAR,NA,6.86,NA,-3.78
MAR,NA,-2.8,NA,1.49
MAR,NA,3.44,NA,-3.66
MAR,NA,2.32,NA,-2.83
MAR,NA,-1.58,NA,1.85
MAR,NA,0.32,NA,-1.21
MAR,NA,-2.81,NA,0.07
MAR,NA,0.0,NA,-0.88
MAR,21078.26,4.0,NA,-1.61
MAR,23356.32,-2.37,-2.75,0.4
MAR,22761.82,6.12,5.39,-2.47
MAR,23284.13,3.95,3.55,-1.11
MAR,23643.64,2.68,2.66,-1.18
MAR,23796.19,3.18,3.15,-0.48
MAR,24010.87,4.23,4.3,0.58
MAR,24071.7,2.98,2.75,-1.2
MAR,24351.91,3.34,3.33,0.68
MAR,24430.65,2.15,2.34,-0.49
MAR,24538.79,3.82,3.89,1.2
MAR,24424.27,0.8,0.99,-3.17
MAR,24246.9,5.8,5.83,1.63
MAR,24687.67,1.14,1.23,-0.66
MAR,24983.09,1.57,1.67,-0.52
MAR,22718.52,-3.77,2.07,-7.6
MAR,24332.98,5.65,0.98,4.18
MAR,24263.01,1.82,1.82,-0.45
MAR,23982.13,4.75,4.61,1.36
MAR,24054.64,2.47,2.48,-0.14
MAR,24332.63,2.67,2.69,0.92
MOZ,NA,-1.02,NA,-3.3
MOZ,NA,3.91,NA,1.61
MOZ,NA,-11.53,NA,-12.61
MOZ,NA,6.05,NA,5.06
MOZ,NA,1.67,NA,1.36
MOZ,NA,-2.06,NA,-2.83
MOZ,NA,7.47,NA,6.85
MOZ,NA,8.77,NA,7.8
MOZ,NA,9.05,NA,7.7
MOZ,NA,10.46,NA,7.19
MOZ,NA,0.32,NA,-2.67
MOZ,NA,10.61,NA,8.98
MOZ,NA,9.08,NA,5.74
MOZ,NA,5.71,NA,3.54
MOZ,NA,6.43,NA,4.79
MOZ,10935.04,3.37,NA,2.16
MOZ,11263.8,6.61,6.7,4.95
MOZ,11709.13,3.45,3.55,2.63
MOZ,12305.5,1.67,1.7,0.5
MOZ,12540.25,3.93,3.95,1.7
MOZ,12819.78,4.36,4.35,2.12
MOZ,13126.68,4.65,4.63,1.47
MOZ,13478.89,5.21,5.17,-1.67
MOZ,13786.45,4.24,4.19,-2.28
MOZ,14218.36,4.51,4.43,-0.13
MOZ,14584.85,4.78,4.69,1.82
MOZ,15123.64,1.18,0.97,-1.11
MOZ,15422.04,0.86,0.65,2.06
MOZ,15934.75,0.35,0.16,-1.75
MOZ,16452.73,-0.74,-0.9,-0.78
MOZ,16296.65,-3.09,-0.27,-1.62
MOZ,17295.44,-0.65,-3.54,-1.78
MOZ,18205.08,-0.52,-0.85,-2.66
MOZ,18819.03,2.1,2.0,1.96
MOZ,19451.53,0.94,0.95,1.32
MOZ,20100.68,0.91,0.92,1.19
MMR,34519.8,0.82,0.78,0.28
MMR,35293.66,-2.77,-2.83,-3.36
MMR,36179.75,7.0,6.97,6.35
MMR,37111.33,3.4,3.38,2.84
MMR,38170.81,4.5,4.49,3.86
MMR,39216.79,4.1,4.1,3.27
MMR,40639.55,2.74,2.72,2.07
MMR,41932.82,2.5,2.48,2.18
MMR,43145.33,2.81,2.8,1.82
MMR,44294.04,5.62,5.62,3.62
MMR,45385.98,9.71,9.71,7.11
MMR,46512.34,9.75,9.74,6.93
MMR,47581.5,7.47,7.46,4.77
MMR,48614.87,10.8,10.79,6.3
MMR,49601.51,13.03,13.02,7.45
MMR,50554.6,11.43,11.43,4.87
MMR,51502.66,11.5,11.22,3.95
MMR,52415.03,10.76,10.54,2.49
MMR,53202.49,6.26,5.97,-1.91
MMR,53937.33,3.19,2.96,-5.8
MMR,54565.08,4.27,4.04,-6.49
MMR,55594.35,3.6,3.52,-9.82
MMR,56631.28,4.64,4.54,-5.09
MMR,57573.65,6.2,6.13,-2.28
MMR,58498.53,6.58,6.49,-1.72
MMR,59520.44,5.81,5.63,-2.48
MMR,58845.92,5.57,7.63,1.6
MMR,58072.18,5.1,7.16,2.94
MMR,56440.33,3.36,9.48,5.83
MMR,55574.02,8.8,8.41,5.34
MMR,54934.21,-2.47,-0.05,-2.26
MMR,51200.35,-10.49,-3.96,-7.11
MMR,53139.6,-6.12,-7.47,-7.41
MMR,53788.85,1.42,1.3,0.78
MMR,53162.29,0.21,2.21,2.4
MMR,53602.31,0.38,0.25,0.92
NAM,NA,-5.79,NA,-6.37
NAM,NA,2.12,NA,3.82
NAM,NA,7.15,NA,5.76
NAM,NA,-3.2,NA,-4.48
NAM,NA,0.75,NA,-0.59
NAM,NA,6.26,NA,0.94
NAM,NA,5.71,NA,-0.72
NAM,NA,7.03,NA,2.05
NAM,NA,1.71,NA,-1.6
NAM,NA,2.62,NA,-1.14
NAM,NA,2.62,NA,0.52
NAM,NA,0.89,NA,-2.95
NAM,NA,5.52,NA,0.49
NAM,NA,2.3,NA,-0.76
NAM,NA,5.36,NA,2.48
NAM,978.52,0.37,NA,0.03
NAM,1020.56,-1.08,-0.33,-2.23
NAM,1059.17,-0.91,-0.13,-2.06
NAM,1096.22,-1.64,-0.82,-4.48
NAM,1129.9,-3.55,-2.69,-8.15
NAM,1176.48,1.01,1.84,-1.06
NAM,1201.09,-1.18,2.94,0.2
NAM,1226.33,-1.38,2.9,-2.98
NAM,1324.19,-3.04,-2.19,-5.44
NAM,1651.97,2.71,-14.96,-9.5
NAM,1623.78,6.66,6.07,-2.73
NAM,1597.01,2.32,1.71,-2.78
NAM,1607.44,-4.26,-1.67,-3.01
NAM,1625.52,-2.56,-0.06,-0.49
NAM,1655.34,-3.39,-2.63,-2.18
NAM,1577.25,-7.63,-3.55,-7.22
NAM,1663.7,0.11,-1.78,0.99
NAM,1779.99,-0.32,-1.53,1.65
NAM,1830.91,0.72,1.26,-2.78
NAM,1886.75,0.02,0.02,-1.63
NAM,1941.96,1.2,1.22,0.53
NLD,10121.84,1.12,1.52,0.77
NLD,10253.1,0.51,1.13,0.02
NLD,10442.76,0.3,-0.14,-1.18
NLD,10412.51,0.83,1.55,0.15
NLD,10540.01,2.25,1.72,0.93
NLD,10855.74,0.85,0.12,-0.32
NLD,11196.05,1.29,0.28,-0.34
NLD,11428.75,1.16,2.13,0.8
NLD,11670.32,2.26,2.48,1.02
NLD,11992.99,2.1,2.22,0.23
NLD,12103.36,2.34,3.27,2.43
NLD,12260.22,0.33,1.01,0.0
NLD,12197.71,-0.46,0.76,-1.04
NLD,12055.0,0.67,1.28,-1.13
NLD,12092.73,3.18,1.7,0.04
NLD,12053.97,1.39,2.36,0.79
NLD,12283.17,1.34,1.61,1.02
NLD,12634.57,0.93,1.0,-0.13
NLD,12834.61,0.49,0.53,0.07
NLD,12646.51,-2.8,-2.23,-4.17
NLD,12555.25,2.02,2.06,0.43
NLD,12661.9,0.96,0.92,0.28
NLD,12549.48,-0.72,-0.09,-1.51
NLD,12439.25,1.21,0.86,-0.82
NLD,12523.79,1.76,0.93,0.55
NLD,12623.53,1.31,1.31,-0.06
NLD,12927.76,0.9,0.01,0.39
NLD,13228.22,0.45,0.45,0.38
NLD,13583.16,-0.42,-0.41,-0.24
NLD,13943.54,0.03,-0.34,-0.81
NLD,13353.96,-3.37,0.38,-3.07
NLD,13974.57,4.46,1.56,2.73
NLD,14525.97,1.05,1.02,1.48
NLD,14722.63,-1.53,-1.26,-1.51
NLD,14893.19,-0.01,-0.18,-0.79
NLD,14943.74,1.27,1.27,0.32
NZL,2717.05,0.13,0.75,-0.47
NZL,2653.31,-0.47,0.21,-1.17
NZL,2674.65,0.63,0.14,0.0
NZL,2808.57,2.72,-0.17,0.88
NZL,2920.19,2.8,3.11,2.95
NZL,3046.35,-0.71,-0.4,-0.74
NZL,3132.7,0.43,0.79,0.0
NZL,3124.62,2.55,3.42,0.64
NZL,3104.84,1.6,1.56,-0.76
NZL,3180.83,3.06,2.16,1.05
NZL,3234.47,1.96,2.18,0.94
NZL,3288.41,-0.21,0.64,-0.03
NZL,3395.5,1.78,1.79,1.06
NZL,3476.53,1.98,2.13,0.65
NZL,3629.59,1.02,0.22,-1.07
NZL,3695.53,-0.52,0.58,-1.57
NZL,3748.67,0.07,0.99,-0.66
NZL,3773.66,2.12,3.17,0.95
NZL,3762.81,-1.04,0.0,-2.15
NZL,3658.2,2.24,3.29,0.84
NZL,3721.8,1.64,0.37,-0.08
NZL,3750.3,0.08,0.82,-0.36
NZL,3694.5,2.96,4.24,1.8
NZL,3836.0,0.15,-1.68,-1.58
NZL,3987.3,-0.46,-0.68,-0.76
NZL,4075.1,1.56,1.9,0.99
NZL,4200.2,0.24,0.95,0.71
NZL,4398.8,-0.79,-0.65,-0.13
NZL,4500.2,1.7,1.72,0.81
NZL,4617.5,2.19,0.62,0.11
NZL,4582.7,-2.9,-0.39,-1.97
NZL,4611.9,4.64,5.29,3.63
NZL,4779.8,0.62,-0.37,-0.69
NZL,4934.89,-1.12,-1.29,-1.6
NZL,4965.62,-0.75,-0.75,-1.73
NZL,4965.33,1.61,1.62,0.43
NER,NA,-4.48,NA,-4.13
NER,NA,-2.86,NA,-2.46
NER,NA,-1.21,NA,-0.69
NER,NA,-2.87,NA,-2.5
NER,NA,-1.44,NA,-1.24
NER,NA,-0.91,NA,-0.71
NER,NA,-3.14,NA,-2.85
NER,NA,-1.63,NA,-1.41
NER,NA,6.42,NA,6.41
NER,NA,-3.34,NA,-3.2
NER,NA,-4.25,NA,-4.07
NER,NA,3.95,NA,3.82
NER,NA,1.99,NA,1.91
NER,NA,-0.68,NA,-0.68
NER,NA,-2.23,NA,-2.46
NER,10980.89,4.28,NA,3.77
NER,11436.13,1.9,1.72,1.23
NER,11907.14,-0.76,-0.94,-1.2
NER,12400.01,3.66,3.45,2.34
NER,12906.45,-1.89,-2.04,-3.86
NER,13458.85,4.3,4.12,2.21
NER,14036.34,-1.67,-1.86,-3.43
NER,13909.84,11.07,11.55,8.68
NER,14247.34,3.16,2.82,1.16
NER,14571.56,4.63,4.27,2.6
NER,15140.37,0.55,0.47,-0.53
NER,15750.95,1.74,1.64,1.02
NER,16371.92,1.12,1.02,0.73
NER,16998.56,3.08,3.06,2.32
NER,17640.21,2.28,2.28,1.0
NER,17858.64,0.62,2.28,0.93
NER,18791.92,-2.44,-3.67,-4.15
NER,19960.4,6.64,5.31,5.27
NER,20802.09,-1.76,-1.77,-1.71
NER,21619.85,5.69,5.71,5.64
NER,22452.15,3.34,3.35,3.37
NGA,NA,8.81,NA,8.03
NGA,NA,-4.7,NA,-3.46
NGA,NA,0.73,NA,-0.52
NGA,NA,1.08,NA,-1.46
NGA,NA,0.06,NA,-2.0
NGA,NA,-0.5,NA,-0.13
NGA,NA,2.34,NA,1.64
NGA,NA,1.4,NA,0.32
NGA,NA,1.98,NA,0.55
NGA,NA,-2.12,NA,-2.16
NGA,NA,2.55,NA,2.67
NGA,NA,4.96,NA,4.83
NGA,NA,8.97,NA,11.25
NGA,NA,7.85,NA,5.92
NGA,NA,5.97,NA,8.24
NGA,84824.01,2.41,NA,5.18
NGA,88719.02,2.69,2.04,3.04
NGA,93512.54,2.43,1.82,4.28
NGA,98293.64,2.05,1.99,3.57
NGA,102003.82,4.6,4.41,4.95
NGA,107472.54,5.64,5.6,6.84
NGA,112290.62,0.58,0.39,1.85
NGA,116760.41,1.12,0.29,1.46
NGA,120815.3,2.65,1.86,2.91
NGA,129642.17,1.83,-0.93,1.37
NGA,139793.54,-2.27,-4.8,-1.87
NGA,148829.14,-5.25,-7.59,-6.52
NGA,151777.58,-5.29,-1.15,-0.7
NGA,149345.99,-1.2,3.58,1.86
NGA,146037.99,-0.49,4.52,1.74
NGA,147443.7,-4.22,-2.73,-2.71
NGA,156391.4,0.49,-2.28,-0.44
NGA,166530.77,-1.31,-3.03,-1.24
NGA,175880.91,-2.33,-2.61,-1.42
NGA,181073.62,0.45,0.46,0.77
NGA,186221.15,1.29,1.31,1.5
NOR,3057.0,2.83,3.37,1.79
NOR,3023.0,4.05,4.24,2.95
NOR,3036.0,3.83,3.13,2.76
NOR,3053.0,2.04,2.27,1.6
NOR,3092.0,3.58,3.73,3.02
NOR,3123.0,2.04,3.12,2.14
NOR,3177.0,2.88,3.24,2.05
NOR,3261.0,2.2,2.57,0.77
NOR,3344.0,0.01,0.12,-1.96
NOR,3372.0,1.14,1.22,-1.31
NOR,3352.0,2.69,3.94,1.02
NOR,3299.0,1.98,3.71,0.53
NOR,3274.0,1.29,2.15,0.02
NOR,3201.0,2.45,3.25,1.01
NOR,3262.0,3.7,2.07,1.01
NOR,3313.0,1.49,1.1,-0.3
NOR,3417.0,-0.83,-0.66,-2.75
NOR,3581.0,-0.97,-1.8,-2.29
NOR,3708.0,-2.65,-2.96,-4.16
NOR,3639.0,-1.52,-0.08,-3.47
NOR,3649.0,1.06,0.51,-1.32
NOR,3714.0,-0.34,-0.66,-1.68
NOR,3782.0,0.66,0.87,-0.19
NOR,3797.0,-0.12,0.62,-1.45
NOR,3844.0,0.99,0.8,-0.7
NOR,3866.0,1.48,1.28,0.13
NOR,3885.0,0.9,0.67,-0.56
NOR,3900.0,1.31,2.07,0.76
NOR,3963.0,-0.76,-0.77,-1.57
NOR,4023.0,-0.45,-0.38,-1.53
NOR,3936.0,0.28,0.9,-1.83
NOR,4026.0,2.73,1.59,1.38
NOR,4166.0,-0.46,-0.22,0.41
NOR,4191.0,-1.24,-0.52,-1.53
NOR,4200.0,1.48,1.88,0.69
NOR,4231.38,-0.75,-0.74,-1.44
OMN,NA,-5.19,NA,-2.44
OMN,NA,-10.58,NA,0.05
OMN,NA,0.55,NA,4.07
OMN,NA,-1.41,NA,1.22
OMN,NA,-0.22,NA,0.63
OMN,NA,3.63,NA,2.29
OMN,NA,1.43,NA,0.33
OMN,NA,4.58,NA,1.97
OMN,NA,0.92,NA,-2.15
OMN,NA,-1.67,NA,-3.03
OMN,NA,4.37,NA,3.78
OMN,NA,2.51,NA,1.85
OMN,NA,-3.17,NA,-4.37
OMN,NA,-4.51,NA,-7.08
OMN,NA,-1.37,NA,-4.16
OMN,2036.26,-1.56,NA,-4.61
OMN,2151.5,-0.06,-0.94,-2.17
OMN,2264.9,0.28,-0.28,-4.06
OMN,2396.28,3.95,2.98,-3.27
OMN,2510.96,1.15,1.14,-2.72
OMN,2694.8,-2.8,-4.52,-4.5
OMN,3251.23,-15.1,-14.72,-7.77
OMN,4066.05,-13.64,-12.95,-2.73
OMN,4525.7,-6.24,-5.46,-4.39
OMN,4737.38,-4.01,-3.23,-6.07
OMN,4970.59,-0.63,0.09,-1.65
OMN,5326.74,-1.37,-1.98,-2.86
OMN,5600.26,-4.03,-4.59,-5.78
OMN,5720.84,0.28,-0.85,-3.9
OMN,5505.49,1.79,2.74,-3.4
OMN,4814.89,7.58,10.48,-2.92
OMN,4809.04,3.68,2.71,-1.13
OMN,5185.29,1.47,1.63,3.0
OMN,5618.67,-6.62,-6.5,-5.06
OMN,5915.72,-4.06,-4.06,-3.96
OMN,6195.56,-2.4,-2.39,-2.6
PAK,80803.17,1.27,1.19,0.38
PAK,79422.89,8.48,8.49,5.1
PAK,81791.93,0.83,1.47,0.15
PAK,84367.88,-0.5,-0.64,-1.84
PAK,86802.09,1.29,1.42,0.64
PAK,88496.11,3.68,2.9,1.31
PAK,90140.17,0.95,1.04,-0.55
PAK,94089.51,-2.8,-2.49,-2.45
PAK,98229.47,-2.24,-1.24,-1.07
PAK,100917.24,1.22,1.14,0.86
PAK,100942.8,4.22,3.88,1.76
PAK,103856.62,-0.14,0.23,-0.22
PAK,108288.46,-0.65,-0.27,0.49
PAK,111277.55,4.41,3.75,3.07
PAK,116115.14,2.75,3.07,3.24
PAK,117624.63,4.67,5.29,3.16
PAK,129194.31,-3.94,-4.18,-2.66
PAK,127765.81,4.22,4.43,-0.17
PAK,129383.26,-0.29,1.51,-1.6
PAK,133063.94,-0.96,-0.35,-1.33
PAK,137410.8,-0.27,-1.14,-1.05
PAK,141010.17,-1.11,0.23,0.11
PAK,145385.98,0.02,0.57,0.4
PAK,146786.84,2.62,3.25,1.76
PAK,150829.32,4.21,1.38,0.69
PAK,152467.55,3.6,4.26,1.79
PAK,155947.08,2.84,3.14,1.12
PAK,160188.05,2.65,2.5,0.51
PAK,164622.37,1.64,1.5,-0.49
PAK,166534.09,-2.25,-0.56,-2.19
PAK,166220.21,0.07,2.74,0.64
PAK,180766.1,1.31,-2.86,-0.67
PAK,188844.87,-0.44,-2.04,-1.79
PAK,193131.38,-1.03,-1.17,-1.18
PAK,197040.28,0.74,0.75,0.67
PAK,201435.29,0.89,0.9,0.7
PRY,NA,0.31,NA,-2.94
PRY,NA,0.37,NA,-2.51
PRY,NA,-0.94,NA,-2.96
PRY,NA,1.92,NA,0.13
PRY,NA,1.41,NA,-0.03
PRY,NA,2.19,NA,0.83
PRY,NA,3.96,NA,1.85
PRY,NA,-1.98,NA,1.02
PRY,NA,-3.45,NA,-2.97
PRY,NA,-2.73,NA,-2.63
PRY,NA,-2.05,NA,-3.07
PRY,NA,-4.43,NA,-2.96
PRY,NA,1.38,NA,1.76
PRY,NA,0.88,NA,0.49
PRY,NA,-3.99,NA,0.46
PRY,5298.26,-0.35,NA,-2.53
PRY,5223.98,8.06,6.3,4.59
PRY,5377.46,0.04,2.41,2.21
PRY,5559.07,3.35,3.02,1.77
PRY,5428.81,-1.58,2.13,-0.19
PRY,5614.78,10.79,7.42,6.36
PRY,5976.41,1.87,-2.02,-2.49
PRY,5944.23,-8.01,-0.17,-0.77
PRY,6205.98,8.47,3.73,2.32
PRY,6041.17,6.77,8.17,4.84
PRY,6076.48,0.49,2.36,0.41
PRY,6255.67,0.1,1.28,1.7
PRY,6311.4,2.4,3.88,1.35
PRY,6300.49,0.43,3.38,0.42
PRY,6388.02,-2.3,-1.77,-3.76
PRY,5628.9,1.83,12.56,3.14
PRY,6418.91,-0.22,-8.78,-4.95
PRY,6615.08,0.19,-2.79,-4.9
PRY,6895.87,1.92,0.45,1.12
PRY,6963.9,2.53,2.79,0.88
PRY,7080.07,2.09,2.1,0.07
PER,24463.71,-7.79,-7.49,-6.92
PER,24445.88,2.09,2.29,2.35
PER,23312.69,4.58,4.29,1.01
PER,23795.97,2.78,3.11,2.46
PER,26156.64,2.08,2.17,3.49
PER,27583.38,1.84,1.86,-0.08
PER,27565.8,2.61,2.86,-0.97
PER,28424.94,3.23,3.26,0.32
PER,27329.32,3.28,3.6,-2.09
PER,27563.57,0.46,0.63,-3.64
PER,27810.06,1.78,1.78,-2.57
PER,28156.7,-0.65,-0.62,-1.97
PER,28264.55,4.94,5.05,3.22
PER,29104.24,1.29,1.16,0.81
PER,29681.24,2.85,2.92,1.34
PER,29959.75,5.35,5.3,2.62
PER,30828.73,4.51,4.5,2.55
PER,32454.31,3.88,3.08,0.4
PER,32857.18,8.1,7.79,1.36
PER,33188.33,0.1,0.09,-4.53
PER,33496.71,7.79,7.33,2.05
PER,33981.25,4.83,4.81,0.12
PER,34396.57,4.94,4.86,-0.1
PER,34509.86,5.65,5.51,0.64
PER,34630.89,1.89,2.02,-1.72
PER,35212.69,1.51,1.55,-0.42
PER,35567.63,3.18,2.92,0.63
PER,36171.81,0.83,0.81,-0.84
PER,36735.65,2.32,2.37,0.72
PER,37045.54,0.11,1.38,-0.95
PER,31429.95,2.48,5.06,-4.82
PER,36724.48,-1.28,-2.93,4.5
PER,39898.2,-3.53,-5.48,-4.71
PER,39232.16,1.34,1.14,-2.83
PER,39909.08,1.23,1.25,0.21
PER,40755.52,0.9,0.91,0.13
PHL,49158.93,1.63,1.83,-0.46
PHL,50502.66,-3.49,-3.09,-2.61
PHL,51982.09,-2.89,-2.44,-2.33
PHL,52551.48,-0.69,1.07,-0.52
PHL,54332.62,1.66,0.95,0.88
PHL,55237.4,2.0,2.91,0.96
PHL,57564.49,-0.02,1.58,1.13
PHL,60176.84,3.18,0.62,-0.01
PHL,59489.26,-1.21,0.64,-2.99
PHL,61166.44,2.84,0.51,0.74
PHL,60082.5,6.64,6.27,1.69
PHL,60436.57,-2.97,2.45,0.65
PHL,62754.86,0.59,-0.12,0.45
PHL,64485.18,3.12,2.27,1.21
PHL,66803.25,3.29,2.87,2.41
PHL,68862.85,2.65,1.8,0.83
PHL,68636.3,4.27,5.66,1.73
PHL,71292.36,3.59,2.55,1.7
PHL,73080.67,2.72,1.79,-0.6
PHL,73912.34,-1.34,0.31,-2.79
PHL,77155.1,4.35,2.82,1.07
